feature,importance,fold
CC_NAME_CONTRACT_STATUS_Demand_VAR,0,8
CC_NAME_CONTRACT_STATUS_Refused_MIN,0,8
CC_NAME_CONTRACT_STATUS_Refused_MAX,0,8
CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,8
CC_NAME_CONTRACT_STATUS_Refused_SUM,0,8
CC_NAME_CONTRACT_STATUS_Refused_VAR,0,8
CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,0,8
CC_NAME_CONTRACT_STATUS_Sent_proposal_MAX,0,8
CC_NAME_CONTRACT_STATUS_Sent_proposal_MEAN,0,8
CC_NAME_CONTRACT_STATUS_Sent_proposal_SUM,0,8
CC_NAME_CONTRACT_STATUS_Sent_proposal_VAR,0,8
CC_NAME_CONTRACT_STATUS_Signed_MIN,0,8
CC_NAME_CONTRACT_STATUS_Signed_MAX,0,8
CC_NAME_CONTRACT_STATUS_Signed_MEAN,16,8
CC_NAME_CONTRACT_STATUS_Signed_SUM,0,8
CC_NAME_CONTRACT_STATUS_Signed_VAR,35,8
CC_NAME_CONTRACT_STATUS_nan_MIN,0,8
CC_NAME_CONTRACT_STATUS_nan_MAX,0,8
CC_NAME_CONTRACT_STATUS_nan_MEAN,0,8
CC_NAME_CONTRACT_STATUS_nan_SUM,0,8
CC_NAME_CONTRACT_STATUS_nan_VAR,0,8
CC_COUNT,28,8
CODE_GENDER,364,9
FLAG_OWN_CAR,22,9
FLAG_OWN_REALTY,147,9
CNT_CHILDREN,175,9
AMT_INCOME_TOTAL,1398,9
AMT_CREDIT,1571,9
AMT_ANNUITY,2120,9
AMT_GOODS_PRICE,1712,9
REGION_POPULATION_RELATIVE,2245,9
DAYS_BIRTH,3047,9
DAYS_EMPLOYED,2943,9
DAYS_REGISTRATION,2701,9
DAYS_ID_PUBLISH,2744,9
OWN_CAR_AGE,1254,9
FLAG_MOBIL,0,9
FLAG_EMP_PHONE,4,9
FLAG_WORK_PHONE,210,9
FLAG_CONT_MOBILE,0,9
FLAG_PHONE,145,9
FLAG_EMAIL,20,9
CNT_FAM_MEMBERS,133,9
REGION_RATING_CLIENT,83,9
REGION_RATING_CLIENT_W_CITY,173,9
HOUR_APPR_PROCESS_START,985,9
REG_REGION_NOT_LIVE_REGION,29,9
REG_REGION_NOT_WORK_REGION,20,9
LIVE_REGION_NOT_WORK_REGION,27,9
REG_CITY_NOT_LIVE_CITY,134,9
REG_CITY_NOT_WORK_CITY,82,9
LIVE_CITY_NOT_WORK_CITY,74,9
EXT_SOURCE_1,2967,9
EXT_SOURCE_2,3586,9
EXT_SOURCE_3,3717,9
APARTMENTS_AVG,407,9
BASEMENTAREA_AVG,492,9
YEARS_BEGINEXPLUATATION_AVG,375,9
YEARS_BUILD_AVG,313,9
COMMONAREA_AVG,329,9
ELEVATORS_AVG,141,9
ENTRANCES_AVG,299,9
FLOORSMAX_AVG,299,9
FLOORSMIN_AVG,139,9
LANDAREA_AVG,636,9
LIVINGAPARTMENTS_AVG,311,9
LIVINGAREA_AVG,396,9
NONLIVINGAPARTMENTS_AVG,223,9
NONLIVINGAREA_AVG,509,9
APARTMENTS_MODE,671,9
BASEMENTAREA_MODE,583,9
YEARS_BEGINEXPLUATATION_MODE,605,9
YEARS_BUILD_MODE,381,9
COMMONAREA_MODE,413,9
ELEVATORS_MODE,66,9
ENTRANCES_MODE,174,9
FLOORSMAX_MODE,64,9
FLOORSMIN_MODE,102,9
LANDAREA_MODE,616,9
LIVINGAPARTMENTS_MODE,489,9
LIVINGAREA_MODE,521,9
NONLIVINGAPARTMENTS_MODE,110,9
NONLIVINGAREA_MODE,495,9
APARTMENTS_MEDI,378,9
BASEMENTAREA_MEDI,388,9
YEARS_BEGINEXPLUATATION_MEDI,474,9
YEARS_BUILD_MEDI,200,9
COMMONAREA_MEDI,406,9
ELEVATORS_MEDI,59,9
ENTRANCES_MEDI,136,9
FLOORSMAX_MEDI,61,9
FLOORSMIN_MEDI,158,9
LANDAREA_MEDI,436,9
LIVINGAPARTMENTS_MEDI,275,9
LIVINGAREA_MEDI,405,9
NONLIVINGAPARTMENTS_MEDI,94,9
NONLIVINGAREA_MEDI,302,9
TOTALAREA_MODE,999,9
OBS_30_CNT_SOCIAL_CIRCLE,396,9
DEF_30_CNT_SOCIAL_CIRCLE,141,9
OBS_60_CNT_SOCIAL_CIRCLE,451,9
DEF_60_CNT_SOCIAL_CIRCLE,158,9
DAYS_LAST_PHONE_CHANGE,2090,9
FLAG_DOCUMENT_2,0,9
FLAG_DOCUMENT_3,194,9
FLAG_DOCUMENT_4,0,9
FLAG_DOCUMENT_5,31,9
FLAG_DOCUMENT_6,35,9
FLAG_DOCUMENT_7,0,9
FLAG_DOCUMENT_8,70,9
FLAG_DOCUMENT_9,0,9
FLAG_DOCUMENT_10,0,9
FLAG_DOCUMENT_11,17,9
FLAG_DOCUMENT_12,0,9
FLAG_DOCUMENT_13,0,9
FLAG_DOCUMENT_14,0,9
FLAG_DOCUMENT_15,0,9
FLAG_DOCUMENT_16,59,9
FLAG_DOCUMENT_17,0,9
FLAG_DOCUMENT_18,85,9
FLAG_DOCUMENT_19,0,9
FLAG_DOCUMENT_20,0,9
FLAG_DOCUMENT_21,0,9
AMT_REQ_CREDIT_BUREAU_HOUR,2,9
AMT_REQ_CREDIT_BUREAU_DAY,28,9
AMT_REQ_CREDIT_BUREAU_WEEK,40,9
AMT_REQ_CREDIT_BUREAU_MON,146,9
AMT_REQ_CREDIT_BUREAU_QRT,225,9
AMT_REQ_CREDIT_BUREAU_YEAR,443,9
NAME_CONTRACT_TYPE_Cash_loans,133,9
NAME_CONTRACT_TYPE_Revolving_loans,5,9
NAME_TYPE_SUITE_Children,31,9
NAME_TYPE_SUITE_Family,53,9
NAME_TYPE_SUITE_Group_of_people,0,9
NAME_TYPE_SUITE_Other_A,11,9
NAME_TYPE_SUITE_Other_B,32,9
NAME_TYPE_SUITE_Spouse_partner,52,9
NAME_TYPE_SUITE_Unaccompanied,91,9
NAME_INCOME_TYPE_Businessman,0,9
NAME_INCOME_TYPE_Commercial_associate,106,9
NAME_INCOME_TYPE_Maternity_leave,0,9
NAME_INCOME_TYPE_Pensioner,1,9
NAME_INCOME_TYPE_State_servant,37,9
NAME_INCOME_TYPE_Student,0,9
NAME_INCOME_TYPE_Unemployed,0,9
NAME_INCOME_TYPE_Working,106,9
NAME_EDUCATION_TYPE_Academic_degree,0,9
NAME_EDUCATION_TYPE_Higher_education,89,9
NAME_EDUCATION_TYPE_Incomplete_higher,63,9
NAME_EDUCATION_TYPE_Lower_secondary,38,9
NAME_EDUCATION_TYPE_Secondary_secondary_special,132,9
NAME_FAMILY_STATUS_Civil_marriage,42,9
NAME_FAMILY_STATUS_Married,269,9
NAME_FAMILY_STATUS_Separated,26,9
NAME_FAMILY_STATUS_Single_not_married,72,9
NAME_FAMILY_STATUS_Unknown,0,9
NAME_FAMILY_STATUS_Widow,59,9
NAME_HOUSING_TYPE_Co_op_apartment,0,9
NAME_HOUSING_TYPE_House_apartment,88,9
NAME_HOUSING_TYPE_Municipal_apartment,35,9
NAME_HOUSING_TYPE_Office_apartment,51,9
NAME_HOUSING_TYPE_Rented_apartment,39,9
NAME_HOUSING_TYPE_With_parents,4,9
OCCUPATION_TYPE_Accountants,41,9
OCCUPATION_TYPE_Cleaning_staff,7,9
OCCUPATION_TYPE_Cooking_staff,21,9
OCCUPATION_TYPE_Core_staff,68,9
OCCUPATION_TYPE_Drivers,98,9
OCCUPATION_TYPE_HR_staff,0,9
OCCUPATION_TYPE_High_skill_tech_staff,66,9
OCCUPATION_TYPE_IT_staff,0,9
OCCUPATION_TYPE_Laborers,100,9
OCCUPATION_TYPE_Low_skill_Laborers,27,9
OCCUPATION_TYPE_Managers,33,9
OCCUPATION_TYPE_Medicine_staff,53,9
OCCUPATION_TYPE_Private_service_staff,2,9
OCCUPATION_TYPE_Realty_agents,0,9
OCCUPATION_TYPE_Sales_staff,44,9
OCCUPATION_TYPE_Secretaries,5,9
OCCUPATION_TYPE_Security_staff,20,9
OCCUPATION_TYPE_Waiters_barmen_staff,21,9
WEEKDAY_APPR_PROCESS_START_FRIDAY,112,9
WEEKDAY_APPR_PROCESS_START_MONDAY,106,9
WEEKDAY_APPR_PROCESS_START_SATURDAY,67,9
WEEKDAY_APPR_PROCESS_START_SUNDAY,52,9
WEEKDAY_APPR_PROCESS_START_THURSDAY,0,9
WEEKDAY_APPR_PROCESS_START_TUESDAY,85,9
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,83,9
ORGANIZATION_TYPE_Advertising,0,9
ORGANIZATION_TYPE_Agriculture,19,9
ORGANIZATION_TYPE_Bank,55,9
ORGANIZATION_TYPE_Business_Entity_Type_1,41,9
ORGANIZATION_TYPE_Business_Entity_Type_2,15,9
ORGANIZATION_TYPE_Business_Entity_Type_3,167,9
ORGANIZATION_TYPE_Cleaning,0,9
ORGANIZATION_TYPE_Construction,119,9
ORGANIZATION_TYPE_Culture,0,9
ORGANIZATION_TYPE_Electricity,0,9
ORGANIZATION_TYPE_Emergency,0,9
ORGANIZATION_TYPE_Government,36,9
ORGANIZATION_TYPE_Hotel,18,9
ORGANIZATION_TYPE_Housing,22,9
ORGANIZATION_TYPE_Industry_type_1,0,9
ORGANIZATION_TYPE_Industry_type_10,0,9
ORGANIZATION_TYPE_Industry_type_11,29,9
ORGANIZATION_TYPE_Industry_type_12,0,9
ORGANIZATION_TYPE_Industry_type_13,0,9
ORGANIZATION_TYPE_Industry_type_2,0,9
ORGANIZATION_TYPE_Industry_type_3,31,9
ORGANIZATION_TYPE_Industry_type_4,0,9
ORGANIZATION_TYPE_Industry_type_5,0,9
ORGANIZATION_TYPE_Industry_type_6,0,9
ORGANIZATION_TYPE_Industry_type_7,6,9
ORGANIZATION_TYPE_Industry_type_8,0,9
ORGANIZATION_TYPE_Industry_type_9,94,9
ORGANIZATION_TYPE_Insurance,0,9
ORGANIZATION_TYPE_Kindergarten,43,9
ORGANIZATION_TYPE_Legal_Services,0,9
ORGANIZATION_TYPE_Medicine,45,9
ORGANIZATION_TYPE_Military,76,9
ORGANIZATION_TYPE_Mobile,0,9
ORGANIZATION_TYPE_Other,24,9
ORGANIZATION_TYPE_Police,60,9
ORGANIZATION_TYPE_Postal,5,9
ORGANIZATION_TYPE_Realtor,0,9
ORGANIZATION_TYPE_Religion,0,9
ORGANIZATION_TYPE_Restaurant,33,9
ORGANIZATION_TYPE_School,73,9
ORGANIZATION_TYPE_Security,4,9
ORGANIZATION_TYPE_Security_Ministries,50,9
ORGANIZATION_TYPE_Self_employed,107,9
ORGANIZATION_TYPE_Services,4,9
ORGANIZATION_TYPE_Telecom,0,9
ORGANIZATION_TYPE_Trade_type_1,0,9
ORGANIZATION_TYPE_Trade_type_2,23,9
ORGANIZATION_TYPE_Trade_type_3,35,9
ORGANIZATION_TYPE_Trade_type_4,0,9
ORGANIZATION_TYPE_Trade_type_5,0,9
ORGANIZATION_TYPE_Trade_type_6,0,9
ORGANIZATION_TYPE_Trade_type_7,38,9
ORGANIZATION_TYPE_Transport_type_1,0,9
ORGANIZATION_TYPE_Transport_type_2,8,9
ORGANIZATION_TYPE_Transport_type_3,92,9
ORGANIZATION_TYPE_Transport_type_4,32,9
ORGANIZATION_TYPE_University,8,9
ORGANIZATION_TYPE_XNA,0,9
FONDKAPREMONT_MODE_not_specified,25,9
FONDKAPREMONT_MODE_org_spec_account,20,9
FONDKAPREMONT_MODE_reg_oper_account,42,9
FONDKAPREMONT_MODE_reg_oper_spec_account,53,9
HOUSETYPE_MODE_block_of_flats,3,9
HOUSETYPE_MODE_specific_housing,11,9
HOUSETYPE_MODE_terraced_house,0,9
WALLSMATERIAL_MODE_Block,25,9
WALLSMATERIAL_MODE_Mixed,6,9
WALLSMATERIAL_MODE_Monolithic,6,9
WALLSMATERIAL_MODE_Others,29,9
WALLSMATERIAL_MODE_Panel,41,9
WALLSMATERIAL_MODE_Stone_brick,78,9
WALLSMATERIAL_MODE_Wooden,4,9
EMERGENCYSTATE_MODE_No,0,9
EMERGENCYSTATE_MODE_Yes,10,9
DAYS_EMPLOYED_PERC,2963,9
INCOME_CREDIT_PERC,1900,9
INCOME_PER_PERSON,1565,9
ANNUITY_INCOME_PERC,2177,9
PAYMENT_RATE,3764,9
BURO_DAYS_CREDIT_MIN,1113,9
BURO_DAYS_CREDIT_MAX,1549,9
BURO_DAYS_CREDIT_MEAN,1351,9
BURO_DAYS_CREDIT_VAR,1802,9
BURO_DAYS_CREDIT_ENDDATE_MIN,1100,9
BURO_DAYS_CREDIT_ENDDATE_MAX,1361,9
BURO_DAYS_CREDIT_ENDDATE_MEAN,1448,9
BURO_DAYS_CREDIT_UPDATE_MEAN,1309,9
BURO_CREDIT_DAY_OVERDUE_MAX,66,9
BURO_CREDIT_DAY_OVERDUE_MEAN,90,9
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,1431,9
BURO_AMT_CREDIT_SUM_MAX,1113,9
BURO_AMT_CREDIT_SUM_MEAN,1581,9
BURO_AMT_CREDIT_SUM_SUM,1245,9
BURO_AMT_CREDIT_SUM_DEBT_MAX,768,9
BURO_AMT_CREDIT_SUM_DEBT_MEAN,1361,9
BURO_AMT_CREDIT_SUM_DEBT_SUM,699,9
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,119,9
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,655,9
BURO_AMT_CREDIT_SUM_LIMIT_SUM,271,9
BURO_AMT_ANNUITY_MAX,454,9
BURO_AMT_ANNUITY_MEAN,464,9
BURO_CNT_CREDIT_PROLONG_SUM,28,9
BURO_MONTHS_BALANCE_MIN_MIN,307,9
BURO_MONTHS_BALANCE_MAX_MAX,50,9
BURO_MONTHS_BALANCE_SIZE_MEAN,522,9
BURO_MONTHS_BALANCE_SIZE_SUM,408,9
BURO_CREDIT_ACTIVE_Active_MEAN,485,9
BURO_CREDIT_ACTIVE_Bad_debt_MEAN,0,9
BURO_CREDIT_ACTIVE_Closed_MEAN,462,9
BURO_CREDIT_ACTIVE_Sold_MEAN,79,9
BURO_CREDIT_ACTIVE_nan_MEAN,0,9
BURO_CREDIT_CURRENCY_currency_1_MEAN,0,9
BURO_CREDIT_CURRENCY_currency_2_MEAN,0,9
BURO_CREDIT_CURRENCY_currency_3_MEAN,0,9
BURO_CREDIT_CURRENCY_currency_4_MEAN,0,9
BURO_CREDIT_CURRENCY_nan_MEAN,0,9
BURO_CREDIT_TYPE_Another_type_of_loan_MEAN,28,9
BURO_CREDIT_TYPE_Car_loan_MEAN,237,9
BURO_CREDIT_TYPE_Cash_loan_non_earmarked__MEAN,0,9
BURO_CREDIT_TYPE_Consumer_credit_MEAN,855,9
BURO_CREDIT_TYPE_Credit_card_MEAN,913,9
BURO_CREDIT_TYPE_Interbank_credit_MEAN,0,9
BURO_CREDIT_TYPE_Loan_for_business_development_MEAN,19,9
BURO_CREDIT_TYPE_Loan_for_purchase_of_shares_margin_lending__MEAN,0,9
BURO_CREDIT_TYPE_Loan_for_the_purchase_of_equipment_MEAN,0,9
BURO_CREDIT_TYPE_Loan_for_working_capital_replenishment_MEAN,0,9
BURO_CREDIT_TYPE_Microloan_MEAN,195,9
BURO_CREDIT_TYPE_Mobile_operator_loan_MEAN,0,9
BURO_CREDIT_TYPE_Mortgage_MEAN,170,9
BURO_CREDIT_TYPE_Real_estate_loan_MEAN,0,9
BURO_CREDIT_TYPE_Unknown_type_of_loan_MEAN,0,9
BURO_CREDIT_TYPE_nan_MEAN,0,9
BURO_STATUS_0_MEAN_MEAN,728,9
BURO_STATUS_1_MEAN_MEAN,450,9
BURO_STATUS_2_MEAN_MEAN,191,9
BURO_STATUS_3_MEAN_MEAN,25,9
BURO_STATUS_4_MEAN_MEAN,61,9
BURO_STATUS_5_MEAN_MEAN,31,9
BURO_STATUS_C_MEAN_MEAN,615,9
BURO_STATUS_X_MEAN_MEAN,619,9
BURO_STATUS_nan_MEAN_MEAN,0,9
ACTIVE_DAYS_CREDIT_MIN,1323,9
ACTIVE_DAYS_CREDIT_MAX,1727,9
ACTIVE_DAYS_CREDIT_MEAN,1486,9
ACTIVE_DAYS_CREDIT_VAR,1521,9
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,2083,9
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,1493,9
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,1443,9
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,2213,9
ACTIVE_CREDIT_DAY_OVERDUE_MAX,58,9
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,89,9
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,851,9
ACTIVE_AMT_CREDIT_SUM_MAX,1182,9
ACTIVE_AMT_CREDIT_SUM_MEAN,1345,9
ACTIVE_AMT_CREDIT_SUM_SUM,1354,9
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,812,9
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1421,9
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,933,9
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,116,9
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,681,9
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,343,9
ACTIVE_AMT_ANNUITY_MAX,384,9
ACTIVE_AMT_ANNUITY_MEAN,424,9
ACTIVE_CNT_CREDIT_PROLONG_SUM,26,9
ACTIVE_MONTHS_BALANCE_MIN_MIN,301,9
ACTIVE_MONTHS_BALANCE_MAX_MAX,121,9
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,508,9
ACTIVE_MONTHS_BALANCE_SIZE_SUM,454,9
CLOSED_DAYS_CREDIT_MIN,1019,9
CLOSED_DAYS_CREDIT_MAX,1840,9
CLOSED_DAYS_CREDIT_MEAN,1127,9
CLOSED_DAYS_CREDIT_VAR,1637,9
CLOSED_DAYS_CREDIT_ENDDATE_MIN,950,9
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1732,9
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,1200,9
CLOSED_DAYS_CREDIT_UPDATE_MEAN,1502,9
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,9
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,9
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,953,9
CLOSED_AMT_CREDIT_SUM_MAX,1175,9
CLOSED_AMT_CREDIT_SUM_MEAN,1652,9
CLOSED_AMT_CREDIT_SUM_SUM,1293,9
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,79,9
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,44,9
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,74,9
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,9
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,96,9
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,66,9
CLOSED_AMT_ANNUITY_MAX,362,9
CLOSED_AMT_ANNUITY_MEAN,274,9
CLOSED_CNT_CREDIT_PROLONG_SUM,17,9
CLOSED_MONTHS_BALANCE_MIN_MIN,322,9
CLOSED_MONTHS_BALANCE_MAX_MAX,152,9
CLOSED_MONTHS_BALANCE_SIZE_MEAN,735,9
CLOSED_MONTHS_BALANCE_SIZE_SUM,525,9
PREV_AMT_ANNUITY_MIN,1186,9
PREV_AMT_ANNUITY_MAX,889,9
PREV_AMT_ANNUITY_MEAN,1091,9
PREV_AMT_APPLICATION_MIN,590,9
PREV_AMT_APPLICATION_MAX,481,9
PREV_AMT_APPLICATION_MEAN,970,9
PREV_AMT_CREDIT_MIN,766,9
PREV_AMT_CREDIT_MAX,729,9
PREV_AMT_CREDIT_MEAN,931,9
PREV_APP_CREDIT_PERC_MIN,1060,9
PREV_APP_CREDIT_PERC_MAX,749,9
PREV_APP_CREDIT_PERC_MEAN,1349,9
PREV_APP_CREDIT_PERC_VAR,1663,9
PREV_AMT_DOWN_PAYMENT_MIN,535,9
PREV_AMT_DOWN_PAYMENT_MAX,824,9
PREV_AMT_DOWN_PAYMENT_MEAN,904,9
PREV_AMT_GOODS_PRICE_MIN,842,9
PREV_AMT_GOODS_PRICE_MAX,240,9
PREV_AMT_GOODS_PRICE_MEAN,901,9
PREV_HOUR_APPR_PROCESS_START_MIN,528,9
PREV_HOUR_APPR_PROCESS_START_MAX,594,9
PREV_HOUR_APPR_PROCESS_START_MEAN,1531,9
PREV_RATE_DOWN_PAYMENT_MIN,527,9
PREV_RATE_DOWN_PAYMENT_MAX,600,9
PREV_RATE_DOWN_PAYMENT_MEAN,1041,9
PREV_DAYS_DECISION_MIN,890,9
PREV_DAYS_DECISION_MAX,1641,9
PREV_DAYS_DECISION_MEAN,1294,9
PREV_CNT_PAYMENT_MEAN,1374,9
PREV_CNT_PAYMENT_SUM,676,9
PREV_NAME_CONTRACT_TYPE_Cash_loans_MEAN,325,9
PREV_NAME_CONTRACT_TYPE_Consumer_loans_MEAN,198,9
PREV_NAME_CONTRACT_TYPE_Revolving_loans_MEAN,237,9
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,9
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,9
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,837,9
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,782,9
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,705,9
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,567,9
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,896,9
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,838,9
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,850,9
PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,9
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,36,9
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,6,9
PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Building_a_house_or_an_annex_MEAN,15,9
PREV_NAME_CASH_LOAN_PURPOSE_Business_development_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_garage_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_holiday_home_land_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_home_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_new_car_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Buying_a_used_car_MEAN,44,9
PREV_NAME_CASH_LOAN_PURPOSE_Car_repairs_MEAN,6,9
PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,11,9
PREV_NAME_CASH_LOAN_PURPOSE_Everyday_expenses_MEAN,20,9
PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Gasification_water_supply_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,1,9
PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,78,9
PREV_NAME_CASH_LOAN_PURPOSE_Money_for_a_third_person_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,158,9
PREV_NAME_CASH_LOAN_PURPOSE_Payments_on_other_loans_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Purchase_of_electronic_equipment_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Refusal_to_name_the_goal_MEAN,0,9
PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,143,9
PREV_NAME_CASH_LOAN_PURPOSE_Urgent_needs_MEAN,141,9
PREV_NAME_CASH_LOAN_PURPOSE_Wedding_gift_holiday_MEAN,2,9
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,64,9
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,498,9
PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,0,9
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,560,9
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,341,9
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,336,9
PREV_NAME_CONTRACT_STATUS_Unused_offer_MEAN,82,9
PREV_NAME_CONTRACT_STATUS_nan_MEAN,0,9
PREV_NAME_PAYMENT_TYPE_Cash_through_the_bank_MEAN,513,9
PREV_NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer_MEAN,0,9
PREV_NAME_PAYMENT_TYPE_Non_cash_from_your_account_MEAN,80,9
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,578,9
PREV_NAME_PAYMENT_TYPE_nan_MEAN,0,9
PREV_CODE_REJECT_REASON_CLIENT_MEAN,4,9
PREV_CODE_REJECT_REASON_HC_MEAN,305,9
PREV_CODE_REJECT_REASON_LIMIT_MEAN,173,9
PREV_CODE_REJECT_REASON_SCO_MEAN,232,9
PREV_CODE_REJECT_REASON_SCOFR_MEAN,87,9
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,9
PREV_CODE_REJECT_REASON_VERIF_MEAN,20,9
PREV_CODE_REJECT_REASON_XAP_MEAN,313,9
PREV_CODE_REJECT_REASON_XNA_MEAN,20,9
PREV_CODE_REJECT_REASON_nan_MEAN,0,9
PREV_NAME_TYPE_SUITE_Children_MEAN,203,9
PREV_NAME_TYPE_SUITE_Family_MEAN,686,9
PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,28,9
PREV_NAME_TYPE_SUITE_Other_A_MEAN,70,9
PREV_NAME_TYPE_SUITE_Other_B_MEAN,175,9
PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,293,9
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,997,9
PREV_NAME_TYPE_SUITE_nan_MEAN,1063,9
PREV_NAME_CLIENT_TYPE_New_MEAN,488,9
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,392,9
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,551,9
PREV_NAME_CLIENT_TYPE_XNA_MEAN,6,9
PREV_NAME_CLIENT_TYPE_nan_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Additional_Service_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Animals_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Audio_Video_MEAN,383,9
PREV_NAME_GOODS_CATEGORY_Auto_Accessories_MEAN,93,9
PREV_NAME_GOODS_CATEGORY_Clothing_and_Accessories_MEAN,98,9
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,430,9
PREV_NAME_GOODS_CATEGORY_Construction_Materials_MEAN,153,9
PREV_NAME_GOODS_CATEGORY_Consumer_Electronics_MEAN,371,9
PREV_NAME_GOODS_CATEGORY_Direct_Sales_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Education_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Fitness_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,208,9
PREV_NAME_GOODS_CATEGORY_Gardening_MEAN,58,9
PREV_NAME_GOODS_CATEGORY_Homewares_MEAN,13,9
PREV_NAME_GOODS_CATEGORY_House_Construction_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Insurance_MEAN,0,9
PREV_NAME_GOODS_CATEGORY_Jewelry_MEAN,82,9
PREV_NAME_GOODS_CATEGORY_Medical_Supplies_MEAN,17,9
PREV_NAME_GOODS_CATEGORY_Medicine_MEAN,23,9
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,501,9
